date,  value, value2 ,  ago, thaz
17/08/2016,489.9000, ,489.9000,7.10
16/08/2016,496.5000, ,496.5000,2.97
15/08/2016,499.0000, ,499.0000,9.60
11/08/2016,503.5000, ,503.5000,8.06
10/08/2016,510.0000, ,510.0000,2.58
09/08/2016,510.0000, ,510.0000,0.00
08/08/2016,510.0000, ,510.0000,8.91
07/08/2016,510.3000, ,510.3000,1.31
04/08/2016,510.3000, ,510.3000,24.21
03/08/2016,512.0000, ,512.0000,0.00
02/08/2016,512.0000, ,512.0000,11.27
01/08/2016,515.7000, ,515.7000,15.08
31/07/2016,506.4000, ,506.4000,21.17
28/07/2016,500.0000, ,500.0000,2.51
27/07/2016,500.6000, ,500.6000,7.50
26/07/2016,489.4000, ,489.4000,11.48
25/07/2016,484.1000, ,484.1000,6.96
24/07/2016,480.1000, ,480.1000,2.82
21/07/2016,478.1000, ,478.1000,11.18
20/07/2016,475.3000, ,475.3000,6.22
19/07/2016,481.1000, ,481.1000,0.04
18/07/2016,481.1000, ,481.1000,23.68
17/07/2016,474.7000, ,474.7000,12.51
14/07/2016,470.1000, ,470.1000,55.52
13/07/2016,484.9000, ,484.9000,0.00
12/07/2016,484.9000, ,484.9000,15.13
11/07/2016,492.6000, ,492.6000,8.09
10/07/2016,489.3000, ,489.3000,16.19
07/07/2016,496.6000, ,496.6000,15.52
06/07/2016,495.0000, ,495.0000,0.00
05/07/2016,495.0000, ,495.0000,8.02
04/07/2016,496.8000, ,496.8000,20.39
03/07/2016,503.5000, ,503.5000,1.31
30/06/2016,504.7000, ,504.7000,20.68
29/06/2016,520.8000, ,520.8000,12.19
28/06/2016,523.8000, ,523.8000,0.00
27/06/2016,523.8000, ,523.8000,0.42
26/06/2016,523.8000, ,523.8000,21.89
23/06/2016,537.1000, ,537.1000,6.59
22/06/2016,542.0000, ,542.0000,10.30
21/06/2016,555.5000, ,555.5000,6.91
20/06/2016,556.5000, ,556.5000,0.07
19/06/2016,556.5000, ,556.5000,0.00
16/06/2016,556.5000, ,556.5000,9.03
15/06/2016,566.3000, ,566.3000,0.00
14/06/2016,566.3000, ,566.3000,7.94
13/06/2016,569.8000, ,569.8000,0.57
